" (u","1.000000"
" ).","1.000000"
" 0 ","1.000000"
" 10","1.000000"
" 16","2.000000"
" 20","2.000000"
" 25","1.000000"
" 30","1.000000"
" 52","1.000000"
" 60","1.000000"
" 7.","1.000000"
" 75","1.000000"
" 9.","1.000000"
" A ","5.000000"
" Ab","1.000000"
" Ai","1.000000"
" Al","6.000000"
" Am","3.000000"
" Aq","2.000000"
" Ar","2.000000"
" As","1.000000"
" Az","1.000000"
" Aç","1.000000"
" Ba","10.000000"
" Be","1.000000"
" Bl","3.000000"
" Ca","8.000000"
" Co","5.000000"
" De","3.000000"
" Di","2.000000"
" D’","1.000000"
" Ec","1.000000"
" El","10.000000"
" En","3.000000"
" Er","1.000000"
" Es","1.000000"
" Fa","2.000000"
" Fe","16.000000"
" Ga","1.000000"
" Ge","1.000000"
" Go","1.000000"
" Gr","1.000000"
" Gò","2.000000"
" He","1.000000"
" Hi","3.000000"
" Hu","1.000000"
" I ","3.000000"
" Ia","1.000000"
" Il","2.000000"
" Is","1.000000"
" Ja","1.000000"
" Je","1.000000"
" Ju","2.000000"
" L'","1.000000"
" La","8.000000"
" Li","1.000000"
" Ll","2.000000"
" L’","5.000000"
" Ma","2.000000"
" Me","1.000000"
" Mo","4.000000"
" Ne","1.000000"
" Ni","1.000000"
" No","3.000000"
" Nu","1.000000"
" Nú","1.000000"
" PP","7.000000"
" PS","2.000000"
" Pa","4.000000"
" Pe","7.000000"
" Po","4.000000"
" Qu","4.000000"
" Ra","1.000000"
" Re","1.000000"
" Ri","1.000000"
" Sa","3.000000"
" Se","5.000000"
" Si","1.000000"
" So","1.000000"
" Sà","1.000000"
" Sá","2.000000"
" S’","1.000000"
" Ta","4.000000"
" Te","1.000000"
" Th","1.000000"
" To","2.000000"
" Tr","1.000000"
" Tu","1.000000"
" Uc","1.000000"
" Un","6.000000"
" VI","1.000000"
" Vo","3.000000"
" XV","1.000000"
" Xè","3.000000"
" a ","80.000000"
" ab","9.000000"
" ac","6.000000"
" ad","4.000000"
" af","3.000000"
" ag","3.000000"
" ai","5.000000"
" aj","3.000000"
" al","50.000000"
" am","41.000000"
" an","13.000000"
" ap","8.000000"
" aq","11.000000"
" ar","10.000000"
" as","6.000000"
" at","2.000000"
" au","3.000000"
" av","3.000000"
" ba","16.000000"
" be","3.000000"
" bi","1.000000"
" bl","2.000000"
" bo","11.000000"
" br","1.000000"
" bu","3.000000"
" bé","2.000000"
" ca","56.000000"
" ce","14.000000"
" ci","12.000000"
" cl","2.000000"
" co","104.000000"
" cr","10.000000"
" cu","2.000000"
" cú","1.000000"
" d'","16.000000"
" da","4.000000"
" de","271.000000"
" di","24.000000"
" do","8.000000"
" dr","4.000000"
" du","5.000000"
" dè","2.000000"
" d’","40.000000"
" ec","1.000000"
" ed","2.000000"
" ei","2.000000"
" el","137.000000"
" em","2.000000"
" en","59.000000"
" er","6.000000"
" es","44.000000"
" et","3.000000"
" eu","2.000000"
" ev","3.000000"
" ex","13.000000"
" fa","34.000000"
" fe","22.000000"
" fi","9.000000"
" fo","8.000000"
" fr","3.000000"
" fu","4.000000"
" fà","1.000000"
" ga","4.000000"
" ge","2.000000"
" gi","2.000000"
" go","12.000000"
" gr","10.000000"
" gu","8.000000"
" ha","44.000000"
" hi","17.000000"
" ho","7.000000"
" hu","4.000000"
" i ","105.000000"
" i,","1.000000"
" id","2.000000"
" il","7.000000"
" im","10.000000"
" in","25.000000"
" is","1.000000"
" ja","8.000000"
" je","1.000000"
" jo","1.000000"
" ju","2.000000"
" l'","10.000000"
" la","119.000000"
" le","45.000000"
" li","5.000000"
" ll","18.000000"
" lo","11.000000"
" lu","2.000000"
" lí","4.000000"
" l’","32.000000"
" ma","41.000000"
" me","22.000000"
" mi","10.000000"
" mo","22.000000"
" mu","3.000000"
" mà","1.000000"
" mé","24.000000"
" mí","2.000000"
" mò","1.000000"
" mó","1.000000"
" mú","1.000000"
" n'","2.000000"
" na","2.000000"
" ne","7.000000"
" ni","8.000000"
" no","56.000000"
" nà","1.000000"
" o ","10.000000"
" ob","11.000000"
" oc","6.000000"
" of","3.000000"
" on","11.000000"
" op","1.000000"
" os","1.000000"
" pa","48.000000"
" pe","69.000000"
" pi","5.000000"
" pl","5.000000"
" po","50.000000"
" pr","41.000000"
" ps","1.000000"
" pu","6.000000"
" pú","1.000000"
" qu","144.000000"
" qü","2.000000"
" ra","3.000000"
" re","52.000000"
" ri","1.000000"
" ro","6.000000"
" ru","4.000000"
" s'","7.000000"
" sa","9.000000"
" se","60.000000"
" si","18.000000"
" so","40.000000"
" su","7.000000"
" sè","1.000000"
" só","3.000000"
" s’","12.000000"
" ta","20.000000"
" te","21.000000"
" ti","2.000000"
" to","15.000000"
" tr","23.000000"
" tu","9.000000"
" té","6.000000"
" t’","2.000000"
" ul","1.000000"
" un","53.000000"
" ur","2.000000"
" va","31.000000"
" ve","22.000000"
" vi","15.000000"
" vo","14.000000"
" vu","1.000000"
" ví","1.000000"
" xa","1.000000"
" xo","1.000000"
" zo","9.000000"
" «t","1.000000"
" »,","1.000000"
" ¿E","2.000000"
" ¿c","1.000000"
" És","2.000000"
" àn","1.000000"
" àr","1.000000"
" és","25.000000"
" ín","1.000000"
" òb","1.000000"
" –q","2.000000"
" –t","1.000000"
" “U","1.000000"
" “d","1.000000"
" “r","1.000000"
"% d","2.000000"
"'Aj","2.000000"
"'In","1.000000"
"'al","1.000000"
"'an","1.000000"
"'ap","1.000000"
"'aq","1.000000"
"'as","1.000000"
"'en","1.000000"
"'eq","1.000000"
"'es","3.000000"
"'ex","1.000000"
"'ha","8.000000"
"'ho","2.000000"
"'l,","1.000000"
"'ns","1.000000"
"'ob","2.000000"
"'of","1.000000"
"'on","1.000000"
"'un","8.000000"
"'ún","1.000000"
"(tr","1.000000"
"(un","1.000000"
") i","1.000000"
", A","1.000000"
", F","1.000000"
", I","1.000000"
", P","1.000000"
", T","1.000000"
", a","21.000000"
", b","2.000000"
", c","16.000000"
", d","17.000000"
", e","27.000000"
", f","2.000000"
", g","2.000000"
", h","4.000000"
", i","11.000000"
", l","17.000000"
", m","4.000000"
", n","2.000000"
", o","5.000000"
", p","18.000000"
", q","10.000000"
", r","1.000000"
", s","11.000000"
", t","6.000000"
", u","6.000000"
", v","3.000000"
", z","1.000000"
", ¿","1.000000"
", é","3.000000"
", ò","1.000000"
"-PS","1.000000"
"-ce","1.000000"
"-cò","1.000000"
"-ho","1.000000"
"-la","1.000000"
"-li","2.000000"
"-lo","1.000000"
"-po","1.000000"
"-se","3.000000"
". A","18.000000"
". B","1.000000"
". C","2.000000"
". D","4.000000"
". E","14.000000"
". F","1.000000"
". H","3.000000"
". I","3.000000"
". J","1.000000"
". L","12.000000"
". M","1.000000"
". N","2.000000"
". P","5.000000"
". Q","4.000000"
". R","1.000000"
". S","4.000000"
". T","3.000000"
". U","3.000000"
". ¿","1.000000"
". É","2.000000"
". “","1.000000"
".. ","1.000000"
"...","1.000000"
".00","2.000000"
".La","1.000000"
"0 d","1.000000"
"0 e","2.000000"
"0 i","1.000000"
"0 m","3.000000"
"0% ","1.000000"
"00 ","4.000000"
"000","2.000000"
"018","1.000000"
"100","1.000000"
"16 ","1.000000"
"160","1.000000"
"18 ","1.000000"
"2 e","1.000000"
"20%","1.000000"
"201","1.000000"
"25 ","1.000000"
"300","1.000000"
"5 p","1.000000"
"5% ","1.000000"
"52 ","1.000000"
"6 s","1.000000"
"60 ","2.000000"
"7.0","1.000000"
"75%","1.000000"
"8 a","1.000000"
"9.0","1.000000"
": a","1.000000"
": d","1.000000"
": l","1.000000"
": u","1.000000"
"; e","1.000000"
"; l","1.000000"
"? D","1.000000"
"? L","1.000000"
"? N","1.000000"
"? P","1.000000"
"? ¿","1.000000"
"A l","1.000000"
"A m","2.000000"
"A p","1.000000"
"A s","1.000000"
"Aba","2.000000"
"Aix","1.000000"
"Aju","2.000000"
"Al ","3.000000"
"Alb","1.000000"
"Alg","1.000000"
"Ali","1.000000"
"Amb","3.000000"
"Aqu","3.000000"
"Ara","3.000000"
"Ass","1.000000"
"Atl","1.000000"
"Azu","1.000000"
"Aço","1.000000"
"Bal","2.000000"
"Bar","8.000000"
"Bea","1.000000"
"Bla","3.000000"
"Bot","1.000000"
"Cai","1.000000"
"Cal","1.000000"
"Cam","1.000000"
"Cap","3.000000"
"Cas","3.000000"
"Com","3.000000"
"Con","3.000000"
"De ","3.000000"
"Des","1.000000"
"Dim","1.000000"
"Dip","1.000000"
"D’a","1.000000"
"E i","1.000000"
"E p","1.000000"
"E? ","1.000000"
"Eco","1.000000"
"El ","15.000000"
"Els","2.000000"
"En ","4.000000"
"Enc","3.000000"
"Ere","1.000000"
"Est","3.000000"
"Evi","1.000000"
"Fai","1.000000"
"Far","1.000000"
"Fei","10.000000"
"Fel","1.000000"
"Fer","6.000000"
"Fin","1.000000"
"Gal","1.000000"
"Gen","1.000000"
"Gov","1.000000"
"Gri","1.000000"
"Gòt","2.000000"
"Hen","1.000000"
"Hi ","4.000000"
"Hub","1.000000"
"I a","1.000000"
"I f","1.000000"
"I i","1.000000"
"I n","1.000000"
"I r","1.000000"
"I é","1.000000"
"II ","1.000000"
"III","1.000000"
"Iag","1.000000"
"Ill","2.000000"
"Int","1.000000"
"Isa","1.000000"
"Jau","1.000000"
"Jer","1.000000"
"Jud","1.000000"
"Jus","1.000000"
"L'e","1.000000"
"L'h","1.000000"
"La ","15.000000"
"Les","4.000000"
"Li ","1.000000"
"Lle","1.000000"
"Llo","1.000000"
"L’S","1.000000"
"L’a","1.000000"
"L’e","2.000000"
"L’o","3.000000"
"Mad","1.000000"
"Mal","1.000000"
"Med","1.000000"
"Mod","1.000000"
"Mon","2.000000"
"Mor","1.000000"
"Neg","1.000000"
"Ni ","1.000000"
"No ","2.000000"
"Nor","1.000000"
"Nun","1.000000"
"Núñ","1.000000"
"OE ","2.000000"
"OE?","1.000000"
"Obr","1.000000"
"P a","1.000000"
"P e","1.000000"
"P i","1.000000"
"P p","1.000000"
"P s","1.000000"
"P-P","1.000000"
"P. ","1.000000"
"PP ","5.000000"
"PP-","1.000000"
"PP.","1.000000"
"PSO","3.000000"
"Pab","2.000000"
"Pal","1.000000"
"Pas","1.000000"
"Ped","2.000000"
"Pen","1.000000"
"Per","6.000000"
"Pod","4.000000"
"Qui","3.000000"
"Què","1.000000"
"Ram","1.000000"
"Rec","1.000000"
"Rib","1.000000"
"SOE","3.000000"
"San","3.000000"
"Sem","1.000000"
"Ser","1.000000"
"Set","1.000000"
"Sev","2.000000"
"Si ","1.000000"
"Sim","1.000000"
"Sob","1.000000"
"Sou","1.000000"
"Sti","1.000000"
"Sàh","1.000000"
"Sán","2.000000"
"S’a","1.000000"
"Tan","2.000000"
"Tar","3.000000"
"Ter","1.000000"
"The","1.000000"
"Tot","2.000000"
"Tre","1.000000"
"Tuc","1.000000"
"Tur","1.000000"
"Ucr","2.000000"
"Un ","3.000000"
"Una","2.000000"
"Uni","4.000000"
"VI ","1.000000"
"VII","1.000000"
"Vox","3.000000"
"XVI","1.000000"
"Xèn","3.000000"
"a )","1.000000"
"a 0","1.000000"
"a 1","1.000000"
"a 2","1.000000"
"a B","4.000000"
"a C","1.000000"
"a F","1.000000"
"a G","1.000000"
"a I","1.000000"
"a L","1.000000"
"a M","3.000000"
"a P","1.000000"
"a R","1.000000"
"a S","3.000000"
"a T","3.000000"
"a U","1.000000"
"a X","3.000000"
"a a","45.000000"
"a b","10.000000"
"a c","41.000000"
"a d","81.000000"
"a e","35.000000"
"a f","17.000000"
"a g","4.000000"
"a h","9.000000"
"a i","34.000000"
"a j","3.000000"
"a l","51.000000"
"a m","33.000000"
"a n","16.000000"
"a o","9.000000"
"a p","56.000000"
"a q","34.000000"
"a r","19.000000"
"a s","29.000000"
"a t","27.000000"
"a u","8.000000"
"a v","19.000000"
"a z","7.000000"
"a à","2.000000"
"a é","2.000000"
"a –","1.000000"
"a “","1.000000"
"a, ","40.000000"
"a. ","16.000000"
"a: ","1.000000"
"a; ","2.000000"
"a? ","1.000000"
"aba","11.000000"
"abe","1.000000"
"abi","5.000000"
"abl","14.000000"
"abo","1.000000"
"abs","2.000000"
"abt","1.000000"
"ac ","1.000000"
"aca","2.000000"
"acc","2.000000"
"ace","4.000000"
"aci","32.000000"
"aco","1.000000"
"act","11.000000"
"acu","2.000000"
"ada","23.000000"
"ade","12.000000"
"adi","3.000000"
"adm","2.000000"
"ado","7.000000"
"adr","3.000000"
"adu","2.000000"
"adí","1.000000"
"afa","1.000000"
"afe","2.000000"
"afi","3.000000"
"afr","1.000000"
"aga","3.000000"
"agi","3.000000"
"agm","3.000000"
"agn","1.000000"
"ago","6.000000"
"agr","2.000000"
"agu","2.000000"
"agó","1.000000"
"ai ","1.000000"
"aia","1.000000"
"aig","1.000000"
"air","1.000000"
"ais","4.000000"
"aix","15.000000"
"ajo","6.000000"
"aju","3.000000"
"al ","52.000000"
"al,","10.000000"
"al.","4.000000"
"ala","4.000000"
"alc","1.000000"
"ald","1.000000"
"ale","6.000000"
"alg","6.000000"
"alh","1.000000"
"ali","22.000000"
"all","9.000000"
"alm","7.000000"
"alo","5.000000"
"als","27.000000"
"alt","14.000000"
"alu","1.000000"
"al·","5.000000"
"alí","1.000000"
"ama","2.000000"
"amb","49.000000"
"ame","11.000000"
"ami","5.000000"
"amo","3.000000"
"amp","5.000000"
"amí","5.000000"
"an ","30.000000"
"an)","1.000000"
"an,","2.000000"
"an.","1.000000"
"ana","12.000000"
"anc","10.000000"
"and","8.000000"
"ane","10.000000"
"ang","1.000000"
"ani","2.000000"
"anm","1.000000"
"ano","1.000000"
"anq","1.000000"
"ans","20.000000"
"ant","40.000000"
"anu","2.000000"
"anv","3.000000"
"anx","1.000000"
"any","13.000000"
"anç","2.000000"
"aon","1.000000"
"ap ","12.000000"
"ap,","1.000000"
"ap.","1.000000"
"apa","6.000000"
"ape","4.000000"
"api","1.000000"
"apo","2.000000"
"apr","4.000000"
"apt","1.000000"
"apu","1.000000"
"apí","1.000000"
"aqu","23.000000"
"ar ","80.000000"
"ar,","6.000000"
"ar-","3.000000"
"ar.","4.000000"
"ara","22.000000"
"arc","10.000000"
"ard","7.000000"
"are","5.000000"
"arg","2.000000"
"ari","19.000000"
"arn","3.000000"
"aro","1.000000"
"arr","17.000000"
"ars","10.000000"
"art","16.000000"
"arx","2.000000"
"arà","5.000000"
"arç","1.000000"
"arí","1.000000"
"as ","1.000000"
"asa","5.000000"
"asc","4.000000"
"ase","3.000000"
"asi","1.000000"
"asm","1.000000"
"asp","1.000000"
"ass","24.000000"
"ast","3.000000"
"at ","69.000000"
"at,","8.000000"
"at.","5.000000"
"at?","1.000000"
"ata","2.000000"
"ate","12.000000"
"atg","8.000000"
"ati","5.000000"
"atl","1.000000"
"atr","4.000000"
"ats","18.000000"
"atu","2.000000"
"atà","1.000000"
"atè","4.000000"
"at–","1.000000"
"au ","1.000000"
"auf","1.000000"
"aug","2.000000"
"aul","2.000000"
"aum","1.000000"
"aur","4.000000"
"aus","1.000000"
"aut","3.000000"
"ava","7.000000"
"ave","7.000000"
"avi","6.000000"
"avu","3.000000"
"avé","1.000000"
"axi","1.000000"
"aça","2.000000"
"aís","1.000000"
"aïn","2.000000"
"b F","1.000000"
"b a","1.000000"
"b c","3.000000"
"b e","12.000000"
"b f","1.000000"
"b l","9.000000"
"b m","2.000000"
"b p","3.000000"
"b t","1.000000"
"b u","6.000000"
"b, ","1.000000"
"ba ","3.000000"
"ba.","1.000000"
"bad","2.000000"
"bag","1.000000"
"bai","6.000000"
"bal","3.000000"
"ban","9.000000"
"bar","8.000000"
"bas","3.000000"
"bat","6.000000"
"bei","1.000000"
"bel","2.000000"
"ben","1.000000"
"ber","9.000000"
"bes","3.000000"
"bia","1.000000"
"bic","2.000000"
"bie","6.000000"
"bil","9.000000"
"bit","3.000000"
"bje","4.000000"
"bla","5.000000"
"ble","19.000000"
"bli","8.000000"
"blo","4.000000"
"bma","1.000000"
"boc","1.000000"
"bom","1.000000"
"bon","3.000000"
"bor","1.000000"
"bot","6.000000"
"bra","2.000000"
"bre","8.000000"
"bri","4.000000"
"bro","1.000000"
"brú","1.000000"
"bse","1.000000"
"bso","1.000000"
"bst","1.000000"
"bte","2.000000"
"buf","1.000000"
"bur","1.000000"
"bus","2.000000"
"bvi","1.000000"
"bé ","6.000000"
"bé,","3.000000"
"c V","1.000000"
"c a","1.000000"
"c d","2.000000"
"c g","1.000000"
"c h","4.000000"
"c i","4.000000"
"c m","1.000000"
"c o","1.000000"
"c p","3.000000"
"c s","1.000000"
"c –","1.000000"
"c, ","4.000000"
"c. ","2.000000"
"ca ","14.000000"
"ca,","3.000000"
"ca.","1.000000"
"cab","2.000000"
"cac","2.000000"
"cad","10.000000"
"cal","16.000000"
"cam","12.000000"
"can","4.000000"
"cap","13.000000"
"car","21.000000"
"cas","6.000000"
"cat","6.000000"
"cau","1.000000"
"cce","1.000000"
"cci","4.000000"
"ccé","1.000000"
"cea","1.000000"
"cel","6.000000"
"cen","13.000000"
"cer","4.000000"
"ces","5.000000"
"cet","1.000000"
"che","2.000000"
"ci ","1.000000"
"cia","23.000000"
"cic","2.000000"
"cid","3.000000"
"cie","5.000000"
"cif","1.000000"
"cil","2.000000"
"cim","1.000000"
"cin","2.000000"
"cio","18.000000"
"cip","3.000000"
"cir","1.000000"
"cis","2.000000"
"cit","1.000000"
"ciu","8.000000"
"civ","1.000000"
"ció","37.000000"
"cla","3.000000"
"cle","1.000000"
"cli","1.000000"
"clo","3.000000"
"clu","3.000000"
"co-","1.000000"
"coa","2.000000"
"cob","2.000000"
"coi","1.000000"
"col","7.000000"
"com","48.000000"
"con","30.000000"
"cop","4.000000"
"cor","8.000000"
"cos","17.000000"
"cot","2.000000"
"cov","3.000000"
"cra","3.000000"
"cre","9.000000"
"cri","6.000000"
"cro","1.000000"
"crà","1.000000"
"cs ","8.000000"
"cs,","2.000000"
"cta","6.000000"
"cte","9.000000"
"cti","10.000000"
"cto","7.000000"
"ctu","2.000000"
"ctò","1.000000"
"cua","1.000000"
"cui","1.000000"
"cul","10.000000"
"cum","1.000000"
"cup","1.000000"
"cur","2.000000"
"cut","2.000000"
"càn","4.000000"
"càr","1.000000"
"cán","1.000000"
"cèn","1.000000"
"cés","1.000000"
"còl","1.000000"
"còn","1.000000"
"cór","1.000000"
"cú ","2.000000"
"cúp","1.000000"
"d a","1.000000"
"d d","1.000000"
"d g","1.000000"
"d o","1.000000"
"d t","1.000000"
"d v","1.000000"
"d'I","1.000000"
"d'a","3.000000"
"d'e","2.000000"
"d'h","1.000000"
"d'o","1.000000"
"d'u","8.000000"
"da ","34.000000"
"da,","3.000000"
"da;","1.000000"
"dad","2.000000"
"dal","3.000000"
"dam","1.000000"
"dan","1.000000"
"dap","1.000000"
"dar","5.000000"
"das","2.000000"
"dat","5.000000"
"de ","150.000000"
"deb","3.000000"
"dec","7.000000"
"dei","7.000000"
"del","68.000000"
"dem","11.000000"
"den","9.000000"
"dep","1.000000"
"der","9.000000"
"des","45.000000"
"dev","1.000000"
"di ","2.000000"
"dia","8.000000"
"dic","5.000000"
"did","2.000000"
"die","1.000000"
"dif","1.000000"
"dig","3.000000"
"dij","1.000000"
"dil","1.000000"
"dim","1.000000"
"din","2.000000"
"dir","5.000000"
"dis","6.000000"
"diu","2.000000"
"div","3.000000"
"dià","1.000000"
"dme","1.000000"
"dmi","1.000000"
"do ","1.000000"
"do,","1.000000"
"do.","1.000000"
"dob","1.000000"
"dol","1.000000"
"don","4.000000"
"dor","5.000000"
"dos","2.000000"
"dot","1.000000"
"dra","8.000000"
"dre","8.000000"
"dri","5.000000"
"dro","2.000000"
"drà","2.000000"
"ds ","2.000000"
"ds”","1.000000"
"duc","2.000000"
"due","2.000000"
"dul","1.000000"
"dun","1.000000"
"dur","3.000000"
"dut","1.000000"
"dà ","1.000000"
"dèc","1.000000"
"dèm","4.000000"
"dèn","2.000000"
"dés","1.000000"
"dí,","1.000000"
"dís","1.000000"
"dús","2.000000"
"d’A","2.000000"
"d’U","2.000000"
"d’a","12.000000"
"d’e","4.000000"
"d’h","2.000000"
"d’i","5.000000"
"d’o","2.000000"
"d’u","11.000000"
"e 3","1.000000"
"e 6","1.000000"
"e A","1.000000"
